moisture,nitrogen,phosphorus,potassium,soil_type,crop
36.81,20,19,0,Loamy,Cotton
39.99,19,19,4,Black,Millets
39.5,20,19,0,Sandy,Millets
29.77,38,0,2,Black,Tobacco
48.67,22,23,0,Sandy,Sugarcane
44.6,9,17,20,Clayey,Pulses
52.48,36,3,4,Red,Barley
57.35,13,13,0,Clayey,Tobacco
48.61,9,8,0,Loamy,Oil seeds
44.42,5,15,4,Black,Wheat
33.3,25,28,0,Loamy,Barley
53.09,3,32,13,Black,Pulses
60.49,13,40,0,Loamy,Ground Nuts
30.38,33,0,0,Black,Tobacco
36.41,5,19,12,Loamy,Ground Nuts
42.87,18,28,2,Red,Tobacco
41.21,39,0,3,Black,Paddy
70,15,30,4,Loamy,Pulses
24.84,24,16,1,Clayey,Maize
52.46,14,29,2,Sandy,Pulses
70,9,36,0,Loamy,Sugarcane
64.6,11,12,1,Black,Barley
50.91,11,38,0,Clayey,Pulses
38.58,39,2,0,Loamy,Sugarcane
36.7,23,15,0,Sandy,Cotton
25.15,42,0,0,Sandy,Sugarcane
36.28,20,16,1,Clayey,Wheat
39.22,7,31,8,Black,Wheat
31.47,10,35,9,Clayey,Pulses
70,8,9,4,Clayey,Oil seeds
70,14,16,7,Red,Sugarcane
41.61,6,35,0,Black,Millets
37.9,9,18,1,Sandy,Sugarcane
70,39,2,1,Red,Paddy
47.53,8,16,10,Sandy,Millets
56.24,15,37,0,Red,Pulses
25.26,18,37,0,Red,Ground Nuts
32.76,32,4,4,Black,Oil seeds
61.55,10,35,5,Black,Wheat
33.52,7,41,0,Black,Cotton
38.64,18,20,4,Loamy,Barley
20,12,34,9,Clayey,Oil seeds
70,37,0,0,Red,Sugarcane
36.29,25,24,1,Red,Pulses
39.99,16,9,2,Red,Pulses
37.75,19,33,3,Red,Maize
36.5,1,16,17,Sandy,Wheat
24.16,38,0,0,Loamy,Sugarcane
38.32,13,40,0,Black,Barley
45.01,8,13,2,Sandy,Paddy
26.72,21,17,0,Loamy,Ground Nuts
25.39,37,0,4,Red,Pulses
27.71,7,32,6,Red,Paddy
42.07,6,30,9,Red,Maize
24.55,43,0,0,Black,Pulses
36.49,5,22,16,Red,Ground Nuts
55.91,40,0,0,Red,Tobacco
54.93,41,0,0,Black,Millets
28.88,42,0,3,Loamy,Maize
69.02,43,0,2,Loamy,Millets
44.66,39,0,0,Red,Sugarcane
62.44,19,22,0,Red,Paddy
47.46,35,0,0,Sandy,Maize
69.76,8,28,5,Black,Wheat
28.61,40,1,0,Sandy,Sugarcane
34.06,8,6,0,Loamy,Barley
56.66,7,29,4,Loamy,Pulses
21.84,8,34,5,Loamy,Paddy
68.44,11,31,12,Loamy,Paddy
38.91,6,14,20,Clayey,Ground Nuts
33,13,11,1,Black,Barley
60.97,11,11,0,Black,Paddy
70,12,38,4,Sandy,Pulses
38.76,4,24,13,Clayey,Barley
66.34,32,0,4,Red,Millets
45.99,35,0,3,Sandy,Paddy
54.83,9,7,3,Sandy,Tobacco
53.28,7,21,19,Black,Maize
39.81,41,0,0,Black,Maize
35.35,6,25,5,Clayey,Cotton
62.1,8,15,9,Sandy,Paddy
66.47,10,28,14,Clayey,Cotton
50.78,21,24,0,Loamy,Maize
39.36,10,10,1,Black,Millets
66.56,4,30,13,Black,Ground Nuts
57.75,25,20,2,Sandy,Paddy
22.74,40,2,0,Black,Cotton
26.69,13,38,2,Loamy,Wheat
46.94,10,16,16,Loamy,Wheat
31.86,24,15,0,Red,Pulses
56.51,4,32,9,Loamy,Wheat
57.18,15,33,2,Clayey,Wheat
45,38,1,0,Red,Maize
30.08,10,37,4,Loamy,Tobacco
60.57,35,0,3,Loamy,Barley
24.69,41,0,0,Sandy,Wheat
56.01,20,22,0,Clayey,Pulses
63.61,6,12,16,Sandy,Millets
51.74,8,32,0,Clayey,Oil seeds
20.23,42,1,0,Loamy,Ground Nuts
38.67,11,34,0,Red,Ground Nuts
54.65,39,0,4,Loamy,Ground Nuts
26.42,10,10,3,Red,Paddy
20.05,16,11,3,Loamy,Oil seeds
27.15,16,45,0,Red,Barley
23.29,10,34,2,Red,Ground Nuts
61.63,6,17,0,Black,Wheat
45.63,8,26,9,Black,Sugarcane
33.27,13,10,0,Clayey,Pulses
38.31,5,7,0,Red,Sugarcane
35.02,12,10,0,Loamy,Sugarcane
47.59,12,15,0,Sandy,Barley
45.3,18,21,0,Red,Pulses
37.13,37,0,3,Black,Cotton
43.4,40,0,3,Clayey,Ground Nuts
63.96,10,41,2,Clayey,Sugarcane
36,24,20,0,Black,Millets
69.47,6,29,5,Red,Oil seeds
32.94,40,0,3,Black,Oil seeds
35.07,42,0,0,Red,Maize
23.38,39,0,3,Loamy,Oil seeds
48.58,14,12,9,Clayey,Pulses
41.53,14,36,0,Red,Ground Nuts
42.38,45,0,0,Red,Paddy
54.31,6,13,0,Loamy,Barley
59.46,9,17,1,Black,Cotton
45.33,3,20,12,Clayey,Paddy
37.55,5,17,14,Red,Tobacco
31.06,10,37,0,Red,Paddy
66.04,10,12,0,Red,Millets
20,8,35,3,Loamy,Pulses
69.37,5,26,5,Black,Maize
49.19,20,25,0,Clayey,Tobacco
46.55,21,17,0,Black,Tobacco
49.25,10,36,8,Red,Oil seeds
55.3,10,9,18,Loamy,Maize
32.88,8,11,17,Black,Millets
32.49,15,14,1,Red,Oil seeds
29.67,14,36,0,Black,Barley
49.84,13,11,16,Clayey,Millets
48.6,43,2,4,Sandy,Cotton
47.1,38,3,3,Red,Oil seeds
20,15,15,11,Clayey,Cotton
38.95,17,18,2,Clayey,Sugarcane
48.65,7,31,7,Black,Tobacco
46.12,11,13,0,Clayey,Tobacco
57.87,8,14,0,Red,Wheat
34.61,6,31,11,Red,Sugarcane
32.09,35,0,0,Loamy,Oil seeds
50.67,12,29,10,Sandy,Millets
36.36,13,40,4,Sandy,Ground Nuts
57.45,14,39,0,Sandy,Cotton
24.37,30,0,0,Sandy,Ground Nuts
27.05,40,0,0,Black,Tobacco
39.3,39,1,0,Loamy,Cotton
35.47,22,20,0,Black,Pulses
43.17,36,0,3,Sandy,Pulses
40.91,11,38,3,Black,Oil seeds
24.55,21,24,0,Sandy,Sugarcane
26.14,39,0,0,Clayey,Sugarcane
37.3,17,32,0,Black,Oil seeds
53.03,13,44,0,Clayey,Wheat
41.09,13,12,2,Red,Wheat
42.07,17,23,0,Clayey,Barley
36.27,36,0,0,Sandy,Cotton
47.1,15,10,4,Sandy,Tobacco
55.01,15,41,0,Black,Paddy
32.9,36,0,0,Loamy,Maize
28.61,7,18,20,Sandy,Ground Nuts
33.96,11,11,0,Red,Maize
57.78,39,2,4,Sandy,Maize
38.22,25,14,0,Sandy,Tobacco
44.74,18,36,0,Loamy,Ground Nuts
47.91,7,25,12,Black,Barley
66.61,14,13,0,Loamy,Wheat
46.23,8,11,16,Loamy,Wheat
64.02,11,34,0,Loamy,Wheat
36.06,12,16,3,Sandy,Millets
22.93,40,0,2,Clayey,Cotton
45.11,34,3,0,Red,Tobacco
48.86,21,18,0,Sandy,Wheat
36.97,18,25,3,Sandy,Wheat
31.32,39,1,1,Clayey,Paddy
40.21,21,23,3,Red,Paddy
31.26,14,42,0,Loamy,Barley
35.76,40,0,0,Clayey,Oil seeds
30.09,33,4,2,Clayey,Oil seeds
70,12,38,1,Sandy,Oil seeds
62.84,42,1,0,Clayey,Cotton
69.89,9,12,0,Loamy,Oil seeds
32.29,37,0,0,Clayey,Oil seeds
44.24,21,16,2,Black,Barley
37.67,42,0,4,Black,Pulses
51.16,8,29,8,Sandy,Maize
46.13,8,28,4,Loamy,Millets
32.02,4,20,14,Clayey,Barley
59.54,2,28,13,Red,Wheat
58.49,45,0,2,Clayey,Ground Nuts
65.71,6,10,4,Clayey,Maize
32.67,0,20,14,Sandy,Pulses
20,8,34,12,Sandy,Pulses
35.9,46,1,1,Sandy,Paddy
42.73,34,0,0,Red,Millets
26.71,21,24,1,Loamy,Maize
70,11,30,6,Clayey,Millets
22.31,30,0,0,Loamy,Barley
52.49,20,24,2,Sandy,Pulses
43.69,12,45,0,Red,Ground Nuts
59.42,8,14,0,Loamy,Barley
70,8,32,7,Clayey,Pulses
40.02,16,41,3,Sandy,Pulses
52.53,1,18,13,Black,Paddy
49.24,33,0,0,Sandy,Ground Nuts
26.36,44,4,0,Sandy,Paddy
42.63,9,38,4,Sandy,Millets
35.07,42,0,1,Sandy,Sugarcane
21.84,39,2,4,Clayey,Millets
31.83,37,0,0,Clayey,Cotton
64.46,9,34,11,Sandy,Ground Nuts
47.58,26,22,1,Sandy,Barley
45.94,13,40,0,Sandy,Tobacco
47.81,21,27,0,Clayey,Pulses
31.55,24,19,0,Red,Cotton
45.65,11,11,1,Black,Maize
55.55,37,0,0,Loamy,Tobacco
30.31,19,14,1,Clayey,Paddy
62.42,13,10,1,Loamy,Millets
39.69,10,14,13,Black,Barley
38.23,9,25,11,Black,Oil seeds
29.21,8,17,14,Red,Paddy
42.02,12,28,8,Black,Millets
41.95,7,15,0,Sandy,Oil seeds
65.41,3,32,10,Sandy,Cotton
40.58,13,39,0,Clayey,Maize
40.7,40,0,3,Clayey,Millets
49.75,14,15,16,Sandy,Cotton
28.92,41,0,1,Black,Pulses
43.54,8,12,0,Clayey,Cotton
40.51,32,0,0,Red,Cotton
56.79,10,16,10,Clayey,Maize
47.88,17,28,3,Black,Pulses
56.69,8,33,0,Sandy,Tobacco
58.09,36,0,2,Red,Pulses
58.39,12,14,9,Sandy,Tobacco
60.22,12,4,1,Sandy,Millets
46.12,42,3,0,Clayey,Wheat
53.63,8,37,6,Sandy,Maize
41.85,45,0,0,Red,Cotton
37.57,16,19,1,Sandy,Paddy
59.31,38,1,4,Black,Wheat
52.3,9,35,1,Sandy,Maize
59.5,7,14,0,Black,Ground Nuts
29.1,36,0,3,Sandy,Maize
55.84,3,16,19,Clayey,Pulses
35.8,9,27,10,Red,Cotton
35.38,26,21,3,Loamy,Pulses
60.24,8,26,4,Black,Sugarcane
35.83,25,19,3,Clayey,Paddy
55.03,27,19,3,Loamy,Wheat
37.67,3,27,9,Loamy,Millets
33.81,11,14,0,Clayey,Oil seeds
33.15,9,14,0,Clayey,Millets
44.42,13,11,0,Loamy,Cotton
26.63,15,13,0,Loamy,Ground Nuts
36.08,17,39,3,Black,Tobacco
62.77,14,42,3,Black,Millets
38.88,11,41,0,Black,Ground Nuts
34.9,7,13,20,Sandy,Ground Nuts
41.7,33,2,2,Black,Paddy
52.48,12,8,13,Sandy,Sugarcane
38.7,19,25,0,Loamy,Sugarcane
37.13,20,20,0,Clayey,Sugarcane
33.55,2,13,23,Clayey,Barley
47.82,8,43,0,Red,Ground Nuts
55.43,34,0,1,Sandy,Sugarcane
36.01,21,18,0,Loamy,Paddy
31.63,24,23,0,Black,Oil seeds
41.74,24,20,0,Sandy,Ground Nuts
63.26,15,39,3,Sandy,Sugarcane
39.51,20,20,0,Clayey,Pulses
56.93,34,4,0,Black,Oil seeds
55.18,4,27,10,Loamy,Millets
51.48,13,40,0,Sandy,Sugarcane
27.27,38,0,0,Red,Maize
39.06,39,0,3,Sandy,Maize
34.15,32,3,0,Red,Wheat
49.61,26,22,0,Black,Millets
36.82,17,35,1,Clayey,Cotton
30,10,9,3,Loamy,Millets
23.52,15,15,0,Black,Millets
41.61,5,24,5,Black,Paddy
59.64,14,36,2,Clayey,Ground Nuts
31.12,1,12,14,Red,Paddy
60.18,11,9,0,Loamy,Pulses
36.99,24,18,1,Loamy,Sugarcane
49.43,7,12,0,Black,Tobacco
50.34,6,19,15,Black,Maize
63.43,41,0,1,Loamy,Wheat
31.77,36,0,4,Loamy,Sugarcane
38.96,17,43,2,Loamy,Barley
31.68,26,19,0,Black,Millets
55.44,4,29,5,Loamy,Millets
42.69,17,14,0,Black,Millets
31.29,38,0,1,Black,Oil seeds
34.63,22,19,0,Loamy,Pulses
31.31,24,18,0,Loamy,Wheat
30.99,8,36,0,Red,Tobacco
26.9,5,26,5,Sandy,Barley
65.25,8,32,7,Clayey,Paddy
46.73,3,16,18,Loamy,Barley
39.33,19,22,0,Black,Sugarcane
20,9,35,0,Red,Wheat
46.8,23,21,0,Sandy,Millets
33.52,35,0,0,Loamy,Maize
65.08,10,39,0,Clayey,Maize
26.09,40,0,3,Sandy,Millets
48.51,6,21,8,Loamy,Maize
40.28,34,4,2,Black,Pulses
62.69,10,7,0,Clayey,Wheat
53.51,10,27,9,Loamy,Millets
46.55,10,9,16,Clayey,Cotton
41.53,23,23,0,Red,Tobacco
34.55,5,11,0,Black,Ground Nuts
30.99,14,34,0,Loamy,Sugarcane
38.23,26,17,0,Black,Oil seeds
45.56,7,31,0,Red,Barley
46.36,3,30,7,Loamy,Ground Nuts
70,12,41,4,Clayey,Ground Nuts
20,11,30,12,Loamy,Barley
46.52,43,0,4,Clayey,Barley
34.03,22,21,1,Sandy,Tobacco
51.66,9,7,15,Red,Tobacco
24.37,12,35,0,Sandy,Cotton
29.55,9,5,0,Black,Sugarcane
31.37,34,0,1,Clayey,Ground Nuts
48.36,3,18,22,Loamy,Barley
37.5,38,0,2,Loamy,Maize
45.35,16,20,0,Loamy,Paddy
45.7,7,29,9,Clayey,Sugarcane
37.19,22,28,0,Loamy,Sugarcane
35.78,15,36,2,Sandy,Sugarcane
25.68,44,0,1,Black,Pulses
43.1,23,21,4,Clayey,Millets
66.18,12,30,8,Black,Maize
31.38,11,18,2,Loamy,Pulses
34.82,8,11,1,Red,Barley
55.2,7,32,7,Sandy,Maize
61.97,6,11,3,Clayey,Ground Nuts
54.69,9,4,0,Sandy,Sugarcane
26.15,4,27,6,Sandy,Sugarcane
31.72,8,14,0,Loamy,Tobacco
53.61,13,8,2,Black,Maize
31.59,39,4,2,Sandy,Paddy
21.23,44,0,3,Sandy,Paddy
70,15,12,8,Red,Maize
32.82,36,2,0,Clayey,Pulses
38.06,41,0,2,Sandy,Pulses
40.72,7,26,5,Red,Oil seeds
67.05,8,14,16,Clayey,Maize
56.68,11,13,0,Sandy,Tobacco
34.2,27,23,0,Sandy,Oil seeds
31.39,18,9,13,Black,Millets
37.05,10,34,10,Loamy,Tobacco
39.15,9,41,0,Black,Pulses
38.13,25,18,0,Black,Sugarcane
51.09,9,12,10,Black,Wheat
50.5,41,4,0,Black,Wheat
53.56,9,28,2,Black,Maize
39.24,12,40,4,Red,Wheat
62.64,16,34,0,Black,Maize
56.38,11,28,11,Clayey,Maize
20,41,0,0,Black,Paddy
27.4,11,38,0,Red,Pulses
36.12,16,40,1,Black,Cotton
32.6,9,36,0,Clayey,Wheat
49.36,10,37,0,Black,Maize
27.78,21,14,0,Red,Maize
35.51,44,2,0,Loamy,Oil seeds
43.95,26,17,0,Black,Wheat
26.64,46,0,0,Red,Sugarcane
52.9,3,16,14,Clayey,Wheat
37.69,6,35,2,Clayey,Tobacco
46.4,6,29,11,Clayey,Sugarcane
30.01,4,31,7,Sandy,Oil seeds
50.26,7,35,8,Clayey,Wheat
63.63,12,6,0,Loamy,Tobacco
49.92,5,31,2,Black,Oil seeds
49.87,26,22,2,Black,Cotton
48.3,17,14,4,Clayey,Tobacco
45.75,8,39,2,Black,Paddy
51.3,26,14,0,Clayey,Maize
44.49,28,21,0,Black,Sugarcane
24.36,19,36,0,Clayey,Wheat
27,33,4,0,Black,Pulses
65.91,33,0,2,Black,Ground Nuts
41.39,14,37,0,Black,Barley
49.15,14,10,2,Clayey,Oil seeds
43.81,28,21,0,Black,Maize
39.38,42,0,3,Sandy,Maize
31.58,15,36,0,Black,Sugarcane
43.17,17,23,0,Clayey,Tobacco
54.45,15,19,8,Black,Ground Nuts
43.26,0,30,8,Black,Barley
43.4,16,19,14,Clayey,Pulses
30.01,12,35,1,Black,Wheat
34.75,8,38,4,Clayey,Wheat
57.05,15,14,15,Black,Sugarcane
31.01,8,33,2,Black,Oil seeds
33.9,5,16,12,Loamy,Ground Nuts
41.22,13,10,3,Sandy,Oil seeds
43.73,34,3,0,Red,Barley
25.51,14,10,13,Clayey,Sugarcane
46.86,18,13,1,Clayey,Millets
60.32,7,5,3,Clayey,Cotton
35.59,9,37,1,Red,Paddy
33.4,13,38,0,Black,Ground Nuts
43.01,40,0,0,Clayey,Oil seeds
56.7,3,32,7,Sandy,Tobacco
42.64,10,37,0,Black,Barley
51.9,6,18,0,Sandy,Oil seeds
45.68,16,13,0,Black,Sugarcane
37.04,7,3,0,Red,Pulses
31.51,36,0,0,Sandy,Ground Nuts
26.41,8,9,11,Sandy,Oil seeds
35.69,36,0,0,Red,Paddy
35.65,38,0,1,Clayey,Paddy
48.34,37,0,0,Black,Tobacco
44.53,11,11,11,Black,Maize
30.81,7,38,0,Red,Tobacco
40.12,9,16,14,Clayey,Ground Nuts
37.86,17,15,3,Red,Wheat
37.73,42,0,4,Clayey,Cotton
36.73,12,32,0,Sandy,Paddy
48.85,10,37,0,Black,Paddy
40.72,14,45,0,Black,Tobacco
29.77,7,41,2,Clayey,Maize
37.52,9,42,0,Red,Sugarcane
37.75,17,36,0,Clayey,Pulses
57.15,38,4,0,Sandy,Millets
45.88,36,2,0,Red,Tobacco
68.48,8,26,9,Black,Sugarcane
29.93,38,0,0,Sandy,Paddy
34.96,12,10,2,Red,Millets
35.37,23,21,1,Clayey,Cotton
23.42,4,26,10,Clayey,Cotton
47.43,15,20,16,Black,Barley
42.89,39,0,2,Clayey,Sugarcane
41.45,12,35,4,Clayey,Ground Nuts
34.32,16,38,2,Loamy,Tobacco
40.83,15,8,0,Red,Oil seeds
57.66,11,16,11,Clayey,Paddy
41.51,24,27,3,Black,Pulses
49.75,10,13,0,Loamy,Maize
34.11,17,40,0,Loamy,Maize
40.16,12,45,0,Loamy,Tobacco
29.18,10,37,4,Loamy,Tobacco
39.67,2,14,22,Loamy,Ground Nuts
39.34,14,32,0,Red,Oil seeds
40.74,16,14,0,Clayey,Paddy
42.17,14,13,15,Red,Barley
52.37,17,37,0,Black,Pulses
42.26,8,20,17,Red,Barley
48,7,29,4,Clayey,Ground Nuts
46.56,23,20,1,Sandy,Barley
51.47,23,24,2,Clayey,Cotton
27.99,28,16,0,Loamy,Sugarcane
50.73,44,1,0,Loamy,Ground Nuts
30.75,36,0,0,Loamy,Pulses
49.13,8,21,20,Clayey,Oil seeds
42.06,7,31,9,Loamy,Pulses
33.5,27,28,1,Sandy,Barley
50.1,13,41,0,Red,Ground Nuts
67.16,3,26,9,Sandy,Millets
38.28,8,16,14,Red,Barley
42.53,13,32,1,Black,Maize
46.27,9,39,0,Sandy,Wheat
34.22,23,20,0,Loamy,Paddy
55.05,8,39,0,Loamy,Maize
20,10,38,0,Loamy,Barley
47.49,10,18,16,Loamy,Wheat
37.37,41,2,3,Red,Tobacco
25.55,23,23,0,Loamy,Maize
58.13,11,11,0,Black,Cotton
30.17,18,16,0,Black,Paddy
40.03,42,0,0,Black,Wheat
65.12,13,40,0,Black,Tobacco
67.64,25,24,0,Red,Cotton
53.05,12,13,12,Black,Sugarcane
43.77,19,21,0,Sandy,Sugarcane
70,12,35,4,Sandy,Wheat
58.46,10,16,10,Red,Tobacco
45.99,23,25,0,Sandy,Barley
27.89,11,8,16,Loamy,Oil seeds
64.48,42,0,1,Sandy,Cotton
60.26,37,0,1,Clayey,Maize
20,9,27,9,Black,Cotton
44.61,8,42,0,Red,Tobacco
48,15,6,0,Red,Cotton
68.2,12,26,4,Clayey,Maize
38.08,25,18,4,Clayey,Sugarcane
43.91,10,22,11,Red,Barley
32.59,34,0,4,Loamy,Paddy
30.45,8,29,14,Sandy,Pulses
32.19,24,17,4,Loamy,Paddy
37.31,45,0,0,Red,Oil seeds
28.69,9,11,0,Loamy,Pulses
35.21,11,36,3,Loamy,Tobacco
31.92,5,33,11,Clayey,Cotton
63.54,11,16,16,Black,Barley
38.11,14,38,2,Loamy,Sugarcane
33.36,13,5,0,Clayey,Cotton
28.31,43,2,4,Clayey,Millets
57.7,45,0,0,Sandy,Oil seeds
23.64,42,0,0,Loamy,Tobacco
28.54,35,2,0,Clayey,Maize
25.78,39,2,0,Black,Ground Nuts
35.64,9,11,0,Red,Barley
36.1,25,20,0,Clayey,Tobacco
39.48,26,24,4,Sandy,Cotton
49.08,10,9,8,Red,Sugarcane
57.45,33,0,0,Loamy,Barley
44.63,6,9,16,Loamy,Tobacco
45.64,6,17,14,Sandy,Ground Nuts
40.82,3,17,20,Sandy,Cotton
36.82,38,0,3,Loamy,Millets
45.29,27,21,1,Sandy,Tobacco
35.68,40,2,1,Red,Barley
58.5,44,2,0,Clayey,Cotton
31.28,39,0,0,Clayey,Pulses
69.9,14,11,12,Loamy,Barley
41.21,9,17,9,Loamy,Pulses
51.24,19,20,3,Clayey,Wheat
35.04,4,34,9,Red,Ground Nuts
22.12,6,28,2,Black,Ground Nuts
41.6,42,0,0,Black,Barley
46.67,1,32,5,Clayey,Paddy
64.19,14,35,10,Red,Wheat
55.43,13,43,0,Black,Oil seeds
31.4,40,3,0,Clayey,Paddy
29.53,41,0,3,Black,Sugarcane
35.1,5,9,0,Sandy,Barley
56.53,5,14,0,Sandy,Cotton
51.44,6,30,7,Red,Cotton
63.85,10,38,2,Clayey,Millets
29.73,12,10,2,Black,Millets
32.66,19,33,0,Red,Pulses
38.91,39,0,0,Black,Tobacco
44.85,31,4,2,Clayey,Maize
59.57,12,13,8,Clayey,Maize
66.2,9,10,15,Clayey,Ground Nuts
27.92,13,32,9,Red,Barley
22.8,13,7,1,Black,Pulses
20,10,29,11,Loamy,Sugarcane
31.45,17,15,0,Clayey,Paddy
37.23,38,3,1,Sandy,Maize
62.32,3,33,6,Clayey,Barley
24.08,3,26,8,Black,Oil seeds
70,17,37,0,Clayey,Wheat
63.43,13,13,13,Red,Paddy
60.09,42,2,4,Black,Cotton
57.16,43,0,1,Red,Tobacco
43.4,17,13,19,Loamy,Oil seeds
27.49,40,3,0,Red,Wheat
46.39,9,17,12,Loamy,Maize
63.95,38,0,1,Sandy,Pulses
45.73,12,31,4,Clayey,Sugarcane
49.59,8,13,0,Red,Cotton
39.98,26,23,0,Sandy,Cotton
32.41,8,26,8,Clayey,Tobacco
52.44,40,0,0,Loamy,Pulses
34.3,43,2,0,Clayey,Oil seeds
49.01,14,11,4,Loamy,Cotton
33.26,10,38,0,Clayey,Cotton
70,25,15,0,Red,Sugarcane
40.98,15,5,0,Sandy,Paddy
34.64,10,28,9,Red,Ground Nuts
61.42,37,3,2,Sandy,Sugarcane
62.81,18,39,0,Clayey,Paddy
24.99,12,40,2,Sandy,Maize
39.4,43,0,2,Black,Millets
36.55,19,14,1,Red,Paddy
38.56,8,18,14,Sandy,Tobacco
33.28,13,38,1,Red,Wheat
32.92,38,0,0,Clayey,Ground Nuts
27.98,12,37,0,Clayey,Cotton
39.37,9,8,0,Sandy,Cotton
65.47,32,1,1,Black,Maize
43.11,9,23,7,Loamy,Cotton
34.23,18,33,4,Clayey,Maize
28.87,5,25,12,Clayey,Pulses
70,10,40,1,Loamy,Millets
46.6,42,1,0,Loamy,Sugarcane
26.8,14,20,21,Red,Wheat
58.5,7,29,9,Sandy,Wheat
46.91,43,0,4,Clayey,Pulses
62.11,15,36,3,Black,Barley
53.5,14,19,0,Sandy,Sugarcane
37.62,13,37,0,Loamy,Wheat
37.98,41,3,0,Black,Maize
51.89,17,37,0,Sandy,Paddy
44.58,11,20,20,Black,Sugarcane
38.84,22,20,0,Sandy,Millets
43.12,22,21,3,Clayey,Pulses
49.09,6,30,8,Clayey,Maize
70,12,32,0,Sandy,Sugarcane
31.69,9,37,0,Clayey,Tobacco
20,3,34,4,Loamy,Millets
61.89,14,38,0,Red,Wheat
46.23,22,20,3,Black,Paddy
21.2,40,1,2,Sandy,Sugarcane
31.54,11,13,0,Red,Maize
30.07,16,42,3,Black,Ground Nuts
38.47,4,28,5,Black,Pulses
55.83,12,9,4,Red,Tobacco
70,14,12,15,Red,Maize
40.33,17,27,0,Red,Cotton
20,7,32,7,Clayey,Oil seeds
66.87,10,11,0,Red,Pulses
57.03,11,35,2,Sandy,Cotton
41.79,0,27,11,Loamy,Paddy
38.48,7,32,10,Red,Pulses
31.07,5,14,23,Clayey,Sugarcane
31.67,24,19,3,Black,Cotton
44.4,24,22,0,Sandy,Tobacco
36.61,25,15,0,Black,Sugarcane
25.38,18,36,1,Sandy,Barley
35.97,14,43,3,Sandy,Barley
33.61,40,0,2,Clayey,Pulses
20.01,9,19,18,Loamy,Maize
44.78,32,0,0,Red,Maize
55.78,12,14,20,Clayey,Cotton
20,4,25,14,Sandy,Millets
56.74,3,30,8,Clayey,Cotton
35.88,41,3,3,Red,Tobacco
50.98,20,23,0,Black,Pulses
51.31,27,20,0,Black,Barley
68.9,10,36,0,Black,Wheat
43.78,15,39,0,Black,Pulses
55.54,16,8,4,Clayey,Pulses
28.35,35,0,0,Red,Tobacco
53.46,6,26,4,Black,Cotton
59.65,28,15,2,Clayey,Oil seeds
41.64,36,0,0,Loamy,Cotton
56.2,32,0,0,Clayey,Pulses
31.19,35,4,0,Sandy,Paddy
59.3,8,5,3,Clayey,Maize
37.49,39,2,0,Clayey,Maize
54.67,9,40,0,Clayey,Tobacco
27.97,26,21,0,Red,Maize
23.64,10,25,9,Clayey,Paddy
39.32,39,0,0,Black,Tobacco
35.22,37,0,0,Sandy,Ground Nuts
31.54,3,17,0,Clayey,Sugarcane
24.01,42,0,0,Red,Barley
49.19,5,17,0,Sandy,Cotton
67.62,34,0,0,Clayey,Sugarcane
44.49,16,7,14,Loamy,Ground Nuts
63.33,15,38,0,Black,Maize
70,12,26,7,Clayey,Ground Nuts
40.06,18,20,0,Clayey,Oil seeds
44.23,38,3,0,Sandy,Ground Nuts
55.82,3,30,5,Red,Cotton
31.71,23,18,0,Sandy,Pulses
56.9,5,8,0,Red,Ground Nuts
49.61,38,3,0,Clayey,Sugarcane
26.07,8,18,0,Sandy,Wheat
36.41,6,23,23,Clayey,Tobacco
59.83,37,0,2,Clayey,Millets
35.41,14,36,0,Red,Wheat
40.79,27,23,0,Clayey,Maize
46.39,33,0,1,Black,Cotton
58.35,12,32,11,Black,Tobacco
42.79,38,4,0,Sandy,Maize
56.53,6,15,4,Red,Ground Nuts
62.84,9,38,0,Black,Maize
52.42,5,6,0,Red,Oil seeds
59.51,15,14,13,Black,Cotton
49.53,11,6,0,Clayey,Paddy
45.19,16,36,0,Clayey,Millets
30.59,17,10,12,Clayey,Maize
36.96,9,44,0,Loamy,Wheat
29.4,10,26,3,Loamy,Oil seeds
29.94,10,42,0,Clayey,Tobacco
47.2,19,22,0,Red,Sugarcane
43.81,4,33,6,Black,Tobacco
31.9,10,38,3,Sandy,Paddy
26.04,40,0,0,Red,Paddy
70,9,31,5,Loamy,Sugarcane
58.63,9,35,11,Clayey,Maize
54.12,34,3,2,Clayey,Ground Nuts
38.22,12,41,0,Black,Wheat
37.71,19,24,0,Red,Pulses
54.97,33,4,0,Loamy,Oil seeds
25.99,16,16,0,Clayey,Sugarcane
20,9,38,3,Clayey,Millets
34.55,37,0,4,Loamy,Maize
52.66,8,11,1,Sandy,Maize
25.27,12,34,0,Sandy,Barley
67.65,8,8,0,Loamy,Pulses
29.74,12,14,0,Black,Barley
34.78,14,41,0,Sandy,Pulses
52.09,24,19,0,Sandy,Oil seeds
63.97,14,13,8,Black,Oil seeds
68.54,5,28,12,Clayey,Pulses
38.55,13,36,1,Clayey,Barley
69.09,19,44,0,Loamy,Barley
24.96,24,22,0,Red,Sugarcane
35.01,5,33,3,Loamy,Millets
54.01,10,31,8,Sandy,Ground Nuts
53.78,6,6,0,Black,Paddy
51.84,10,8,11,Red,Wheat
36.53,19,13,0,Red,Maize
24.55,40,0,0,Sandy,Barley
20,8,28,6,Red,Oil seeds
27.28,23,18,3,Sandy,Oil seeds
